,EE_afrr_up_activ,EE_afrr_down_activ,LV_afrr_up_activ,LV_afrr_down_activ,LT_afrr_up_activ,LT_afrr_down_activ,EE_afrr_up_min_bid,EE_afrr_up_max_bid,EE_afrr_down_min_bid,EE_afrr_down_max_bid,LV_afrr_up_min_bid,LV_afrr_up_max_bid,LV_afrr_down_min_bid,LV_afrr_down_max_bid,LT_afrr_up_min_bid,LT_afrr_up_max_bid,LT_afrr_down_min_bid,LT_afrr_down_max_bid,EE_afrr_up_price,EE_afrr_down_price,LV_afrr_up_price,LV_afrr_down_price,LT_afrr_up_price,LT_afrr_down_price,EE_procur_FCR_price,EE_procur_afrr_up_price,EE_procur_afrr_down_price,EE_procur_mfrr_up_price,EE_procur_mfrr_down_price,LV_procur_FCR_price,LV_procur_afrr_up_price,LV_procur_afrr_down_price,LV_procur_mfrr_up_price,LV_procur_mfrr_down_price,LT_procur_FCR_price,LT_procur_afrr_up_price,LT_procur_afrr_down_price,LT_procur_mfrr_up_price,LT_procur_mfrr_down_price,EE_procur_FCR_vol,EE_procur_afrr_up_vol,EE_procur_afrr_down_vol,EE_procur_mfrr_up_vol,EE_procur_mfrr_down_vol,LV_procur_FCR_vol,LV_procur_afrr_up_vol,LV_procur_afrr_down_vol,LV_procur_mfrr_up_vol,LV_procur_mfrr_down_vol,LT_procur_FCR_vol,LT_procur_afrr_up_vol,LT_procur_afrr_down_vol,LT_procur_mfrr_up_vol,LT_procur_mfrr_down_vol,EE_imb_MW,LV_imb_MW,LT_imb_MW,EE_mfrr_SA_up_activ,EE_mfrr_SA_down_activ,LV_mfrr_SA_up_activ,LV_mfrr_SA_down_activ,LT_mfrr_SA_up_activ,LT_mfrr_SA_down_activ,EE_mfrr_SA_up_min_bid,EE_mfrr_SA_up_max_bid,EE_mfrr_SA_down_min_bid,EE_mfrr_SA_down_max_bid,LV_mfrr_SA_up_min_bid,LV_mfrr_SA_up_max_bid,LV_mfrr_SA_down_min_bid,LV_mfrr_SA_down_max_bid,LT_mfrr_SA_up_min_bid,LT_mfrr_SA_up_max_bid,LT_mfrr_SA_down_min_bid,LT_mfrr_SA_down_max_bid,EE_mfrr_SA_up_vol,EE_mfrr_SA_down_vol,LV_mfrr_SA_up_vol,LV_mfrr_SA_down_vol,LT_mfrr_SA_up_vol,LT_mfrr_SA_down_vol,EE_up_sa_cbmp,EE_up_da_cbmp,EE_down_sa_cbmp,EE_down_da_cbmp,LV_up_sa_cbmp,LV_up_da_cbmp,LV_down_sa_cbmp,LV_down_da_cbmp,LT_up_sa_cbmp,LT_up_da_cbmp,LT_down_sa_cbmp,LT_down_da_cbmp,EE_dsb,LV_dsb,LT_dsb,10YLT-1001A0008Q_DA_eurmwh
2025-01-15 21:00:00,,,,,0.0,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.01,-2.802,-0.683,0.25,0.0,0.0,0.0,8.25,0.0,182.6,610.0,-89.0,99.0,300.0,300.01,-10.01,-10.0,0.0,560.85,-300.0,5.0,14.0,52.0,104.0,116.0,588.0,178.0,182.6,0.0,182.6,-9.95,182.6,-10.0,182.6,-10.0,182.6,,182.6,,-1.0,-1.0,-1.0,135.1
2025-01-15 21:15:00,,,,,1.5,0.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.01,-3.741,-10.872,0.0,0.0,0.0,0.0,0.25,1.25,182.6,610.0,-89.0,99.0,300.0,300.01,-10.01,-10.0,0.0,560.85,-300.0,129.0,14.0,57.0,104.0,116.0,588.0,183.0,125.0,0.0,125.0,-10.0,125.0,,125.0,,125.0,,125.0,,-1.0,-1.0,-1.0,135.1
2025-01-15 21:30:00,,,,,0.025,6.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.01,1.438,8.828,0.0,3.75,0.0,0.0,0.0,1.25,182.6,610.0,-89.0,99.0,300.0,300.01,-10.01,-10.0,0.0,560.85,-300.0,129.0,14.0,102.0,104.0,116.0,588.0,184.0,14.81,0.0,14.81,0.0,14.81,,14.81,,14.81,,14.81,,-1.0,1.0,1.0,135.1
2025-01-15 21:45:00,,,,,0.0,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.01,3.652,17.745,0.0,1.5,0.0,0.0,0.0,1.25,182.6,610.0,-89.0,99.0,300.0,300.01,-10.01,-10.0,0.0,560.85,-300.0,129.0,14.0,103.0,104.0,116.0,588.0,184.0,14.81,0.0,14.81,0.0,14.81,,14.81,,14.81,,14.81,,-1.0,1.0,1.0,135.1
2025-01-15 22:00:00,,,,,1.225,1.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.822,-11.064,-1.38,0.0,7.5,0.0,0.0,0.0,0.0,610.0,610.0,-89.0,99.0,300.0,300.01,-10.01,-10.0,0.0,560.85,-300.0,5.0,1.0,108.0,104.0,116.0,596.0,239.0,16.17,0.0,16.17,0.0,16.17,,16.17,,16.17,,16.17,,-1.0,1.0,-1.0,91.7
2025-01-15 22:15:00,,,,,0.0,7.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.822,-7.169,2.383,0.0,0.0,0.0,0.0,4.0,0.0,610.0,610.0,-89.0,99.0,300.0,300.01,-10.01,-10.0,0.0,560.85,-300.0,5.0,1.0,109.0,104.0,116.0,596.0,239.0,145.6,0.0,145.6,0.0,145.6,,145.6,,145.6,,145.6,,-1.0,-1.0,1.0,91.7
2025-01-15 22:30:00,,,,,0.0,11.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.822,-2.644,17.92,0.0,11.25,0.0,0.0,0.0,0.0,610.0,610.0,-6.42,16.17,300.0,300.01,-10.01,-10.0,0.0,560.85,-300.0,5.0,1.0,88.0,104.0,116.0,596.0,238.0,16.17,0.0,16.17,0.0,16.17,,16.17,,16.17,,16.17,,-1.0,1.0,1.0,91.7
2025-01-15 22:45:00,,,,,0.0,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.822,0.749,31.575,0.0,22.25,0.0,2.25,0.0,2.5,610.0,610.0,-89.0,99.0,300.0,300.01,-10.01,-10.0,0.0,560.85,-300.0,5.0,1.0,114.0,104.0,116.0,596.0,239.0,-10.0,0.0,-10.0,0.0,-10.0,,-10.0,,-10.0,,-10.0,,-1.0,1.0,1.0,91.7
2025-01-15 23:00:00,,,,,0.0,4.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.157,-9.467,6.495,0.0,15.75,0.0,14.5,0.0,4.25,148.2,610.0,-89.0,99.0,300.0,300.01,-10.01,-10.0,0.0,560.85,-300.0,5.0,43.0,87.0,104.0,116.0,446.0,26.0,-10.01,0.0,-10.01,0.0,-10.01,,-10.01,,-10.01,,-10.01,,-1.0,1.0,1.0,10.09
2025-01-15 23:15:00,,,,,0.0,9.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.157,-6.764,10.012,0.0,11.5,0.0,0.0,0.0,0.0,148.03,610.0,-89.0,99.0,300.0,300.01,-10.01,-10.0,0.0,560.85,-300.0,5.0,43.0,87.0,104.0,116.0,438.0,25.0,16.17,0.0,16.17,0.0,16.17,,16.17,,16.17,,16.17,,-1.0,1.0,1.0,10.09
2025-01-15 23:30:00,,,,,0.0,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.157,-1.416,25.16,0.0,15.5,0.0,9.5,0.0,3.75,148.21,610.0,-89.0,99.0,300.0,300.01,-10.01,-10.0,0.0,560.85,-300.0,5.0,83.0,87.0,104.0,116.0,438.0,25.0,-10.01,0.0,-10.01,0.0,-10.01,,-10.01,,-10.01,,-10.01,,-1.0,1.0,1.0,10.09
2025-01-15 23:45:00,,,,,4.325,5.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.157,3.258,-6.143,0.0,23.0,0.0,14.5,0.0,3.75,147.98,610.0,-89.0,99.0,300.0,300.01,-10.01,-10.0,0.0,560.85,-300.0,5.0,83.0,92.0,104.0,116.0,438.0,24.0,-89.0,0.0,-89.0,0.0,-89.0,,-89.0,,-89.0,,-89.0,,-1.0,-1.0,-1.0,10.09
2025-01-16 00:00:00,,,,,2.75,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.215,-5.231,8.26,0.0,18.25,0.0,0.0,0.0,5.0,-6.02,610.0,-89.0,13.86,150.0,150.01,0.0,0.0,0.0,291.86,-300.0,5.0,53.0,73.0,104.0,0.0,660.0,29.0,-89.0,0.0,-89.0,0.0,-89.0,,-89.0,,-89.0,,-89.0,,-1.0,1.0,1.0,5.0
2025-01-16 00:15:00,,,,,11.475,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.215,0.069,-27.208,0.0,11.75,0.0,0.0,0.0,4.0,147.61,610.0,-89.0,13.86,150.0,150.01,0.0,0.0,0.0,291.86,-300.0,5.0,33.0,73.0,104.0,0.0,660.0,35.0,-9.7,0.0,-9.7,0.0,-9.7,,-9.7,,-9.7,,-9.7,,-1.0,-1.0,-1.0,5.0
2025-01-16 00:30:00,,,,,3.325,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.215,1.634,-17.348,6.75,0.0,6.5,0.0,13.25,0.0,147.52,610.0,-89.0,13.86,150.0,150.01,0.0,0.0,0.0,291.86,-300.0,5.0,68.0,75.0,104.0,0.0,660.0,35.0,155.0,0.0,155.0,0.0,155.0,,155.0,,155.0,,155.0,,-1.0,1.0,-1.0,5.0
2025-01-16 00:45:00,,,,,0.0,8.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.215,6.032,-3.968,6.75,0.0,0.0,0.0,14.0,0.0,147.68,610.0,-89.0,13.86,150.0,150.01,0.0,0.0,0.0,291.86,-300.0,5.0,68.0,73.0,104.0,0.0,660.0,33.0,155.0,0.0,155.0,0.0,155.0,,155.0,,155.0,,155.0,,-1.0,1.0,-1.0,5.0
2025-01-16 01:00:00,,,,,9.0,0.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.872,5.342,-19.422,0.0,0.75,0.0,0.0,0.0,0.0,172.79,610.0,-89.0,14.01,150.0,150.01,0.0,0.0,0.0,291.86,-300.0,5.0,42.0,105.0,36.0,0.0,661.0,48.0,14.01,0.0,14.01,0.0,14.01,,14.01,,14.01,,14.01,,-1.0,-1.0,-1.0,115.57
2025-01-16 01:15:00,,,,,0.475,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.872,7.7,-0.078,0.0,0.0,4.5,0.0,11.75,0.0,172.79,610.0,-89.0,14.01,150.0,150.01,0.0,0.0,0.0,291.86,-300.0,5.0,42.0,105.0,36.0,0.0,661.0,53.0,150.01,0.0,150.01,0.0,150.01,,150.01,,150.01,,150.01,,-1.0,-1.0,-1.0,115.57
2025-01-16 01:30:00,,,,,0.0,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.872,9.133,11.728,0.0,0.0,0.0,0.0,12.0,0.0,172.79,610.0,-89.0,14.01,150.0,150.01,0.0,0.0,0.0,291.86,-300.0,5.0,41.0,106.0,36.0,0.0,661.0,54.0,142.7,0.0,142.7,0.0,142.7,,142.7,,142.7,,142.7,,-1.0,-1.0,1.0,115.57
2025-01-16 01:45:00,,,,,0.0,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.872,11.085,22.58,0.0,3.5,0.0,0.0,0.0,0.0,172.79,610.0,-89.0,14.01,150.0,150.01,0.0,0.0,0.0,291.86,-300.0,5.0,42.0,105.0,36.0,0.0,661.0,54.0,14.01,0.0,14.01,0.0,14.01,,14.01,,14.01,,14.01,,-1.0,-1.0,1.0,115.57
2025-01-16 02:00:00,,,,,6.525,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.973,8.951,-1.75,0.0,2.25,0.0,0.0,0.0,13.75,148.24,610.0,-89.0,0.52,150.0,150.01,0.0,0.0,0.0,291.86,-300.0,5.0,69.0,44.0,36.0,0.0,661.0,65.0,-17.7,0.0,-17.7,0.0,-17.7,,-17.7,,-17.7,,-17.7,,-1.0,-1.0,-1.0,38.53
2025-01-16 02:15:00,,,,,6.15,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.973,11.203,9.508,0.0,11.25,0.0,0.0,0.0,15.0,147.55,610.0,-89.0,0.52,150.0,150.01,0.0,0.0,0.0,291.86,-300.0,5.0,69.0,45.0,36.0,0.0,661.0,69.0,-89.0,0.0,-89.0,0.0,-89.0,,-89.0,,-89.0,,-89.0,,-1.0,-1.0,1.0,38.53
2025-01-16 02:30:00,,,,,0.225,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.973,12.43,15.522,0.0,3.0,0.0,0.0,0.0,14.5,147.53,610.0,-89.0,0.52,150.0,150.01,0.0,0.0,0.0,291.86,-300.0,5.0,70.0,50.0,36.0,0.0,661.0,69.0,-17.7,0.0,-17.7,0.0,-17.7,,-17.7,,-17.7,,-17.7,,-1.0,-1.0,1.0,38.53
2025-01-16 02:45:00,,,,,0.0,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.973,13.192,27.775,0.0,6.5,0.0,0.0,0.0,12.25,147.78,610.0,-89.0,0.52,150.0,150.01,0.0,0.0,0.0,291.86,-300.0,5.0,70.0,52.0,36.0,0.0,661.0,69.0,-19.64,0.0,-19.64,0.0,-19.64,,-19.64,,-19.64,,-19.64,,-1.0,-1.0,1.0,38.53
2025-01-16 03:00:00,,,,,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.759,9.775,22.732,0.0,12.5,0.0,0.0,0.0,17.25,147.85,610.0,-89.0,16.1,150.0,150.01,0.0,0.0,0.0,291.86,-300.0,5.0,70.0,50.0,36.0,0.0,661.0,78.0,-89.0,0.0,-89.0,0.0,-89.0,,-89.0,,-89.0,,-89.0,,-1.0,-1.0,1.0,5.77
2025-01-16 03:15:00,,,,,0.0,4.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.759,11.42,18.97,0.0,12.0,0.0,0.0,0.0,16.75,147.6,610.0,-89.0,16.1,150.0,150.01,0.0,0.0,0.0,291.86,-300.0,5.0,70.0,48.0,36.0,0.0,661.0,76.0,-89.0,0.0,-89.0,0.0,-89.0,,-89.0,,-89.0,,-89.0,,-1.0,-1.0,1.0,5.77
2025-01-16 03:30:00,,,,,1.0,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.759,11.734,11.5,0.0,11.25,0.0,0.0,0.0,16.0,147.71,610.0,-89.0,16.1,150.0,150.01,0.0,0.0,0.0,291.86,-300.0,5.0,70.0,45.0,36.0,0.0,661.0,73.0,-89.0,0.0,-89.0,0.0,-89.0,,-89.0,,-89.0,,-89.0,,-1.0,-1.0,1.0,5.77
2025-01-16 03:45:00,,,,,6.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.759,13.135,8.545,0.0,11.25,0.0,0.0,0.0,18.5,147.89,610.0,-89.0,16.1,150.0,150.01,0.0,0.0,0.0,291.86,-300.0,5.0,70.0,45.0,36.0,0.0,661.0,83.0,-89.0,0.0,-89.0,0.0,-89.0,,-89.0,,-89.0,,-89.0,,-1.0,-1.0,1.0,5.77
2025-01-16 04:00:00,,,,,11.15,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.571,9.959,-1.165,0.0,10.5,0.0,0.0,0.0,21.0,147.98,610.0,-89.0,0.52,150.0,150.01,0.0,0.0,0.0,291.86,-300.0,5.0,70.0,42.0,36.0,0.0,660.0,93.0,-89.0,0.0,-89.0,0.0,-89.0,,-89.0,,-89.0,,-89.0,,-1.0,-1.0,-1.0,1.52
2025-01-16 04:15:00,,,,,11.475,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.571,7.915,-0.105,0.0,6.5,0.0,0.0,0.0,21.0,148.27,610.0,-89.0,-9.7,150.0,150.01,0.0,0.0,0.0,291.86,-300.0,5.0,70.0,26.0,36.0,0.0,660.0,93.0,-89.0,0.0,-89.0,0.0,-89.0,,-89.0,,-89.0,,-89.0,,-1.0,-1.0,-1.0,1.52
2025-01-16 04:30:00,,,,,11.35,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.571,6.787,-3.12,0.0,1.25,0.0,0.0,0.0,14.25,148.11,610.0,-89.0,-9.7,150.0,150.01,0.0,0.0,0.0,291.86,-300.0,5.0,70.0,27.0,36.0,0.0,660.0,92.0,-17.7,0.0,-17.7,0.0,-17.7,,-17.7,,-17.7,,-17.7,,-1.0,-1.0,-1.0,1.52
2025-01-16 04:45:00,,,,,9.875,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.571,6.155,-1.035,0.0,1.25,0.0,0.0,0.0,11.5,147.59,610.0,-89.0,-9.7,150.0,150.01,0.0,0.0,0.0,291.86,-300.0,5.0,70.0,23.0,36.0,0.0,660.0,92.0,-17.7,0.0,-17.7,0.0,-17.7,,-17.7,,-17.7,,-17.7,,-1.0,-1.0,-1.0,1.52
2025-01-16 05:00:00,,,,,0.925,7.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.022,13.777,-4.028,0.25,0.0,0.0,0.0,12.5,0.0,147.52,610.0,-89.0,-9.7,150.0,150.01,0.0,0.0,0.0,291.86,-300.0,5.0,70.0,36.0,36.0,0.0,660.0,108.0,150.0,0.0,150.0,0.0,150.0,,150.0,,150.0,,150.0,,-1.0,-1.0,-1.0,4.99
2025-01-16 05:15:00,,,,,0.0,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.022,15.272,-4.655,0.5,0.0,2.25,0.0,6.25,0.0,147.87,610.0,-89.0,-9.7,150.0,150.01,0.0,0.0,0.0,291.86,-300.0,5.0,70.0,35.0,36.0,0.0,660.0,108.0,175.38,0.0,175.38,0.0,175.38,,175.38,,175.38,,175.38,,-1.0,-1.0,-1.0,4.99
2025-01-16 05:30:00,,,,,8.55,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.022,11.561,-1.995,0.0,1.0,0.0,0.0,0.0,17.25,147.67,610.0,-89.0,-9.7,150.0,150.01,0.0,0.0,0.0,291.86,-300.0,5.0,70.0,32.0,36.0,0.0,660.0,107.0,-17.7,0.0,-17.7,0.0,-17.7,,-17.7,,-17.7,,-17.7,,-1.0,-1.0,-1.0,4.99
2025-01-16 05:45:00,,,,,9.825,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.022,6.529,-12.087,0.0,1.0,0.0,0.0,0.0,0.25,147.78,610.0,-89.0,-9.7,150.0,150.01,0.0,0.0,0.0,291.86,-300.0,5.0,70.0,33.0,36.0,0.0,660.0,108.0,-9.7,0.0,-9.7,0.0,-9.7,,-9.7,,-9.7,,-9.7,,-1.0,-1.0,-1.0,4.99
2025-01-16 06:00:00,,,,,11.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.696,17.427,-38.125,0.0,1.75,0.0,0.0,0.0,8.75,147.66,610.0,-89.0,99.0,150.0,150.01,0.0,0.0,0.0,291.86,-300.0,5.0,70.0,37.0,53.0,0.0,447.0,109.0,-17.7,0.0,-17.7,0.0,-17.7,,-17.7,,-17.7,,-17.7,,-1.0,-1.0,-1.0,40.07
2025-01-16 06:15:00,,,,,0.55,10.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.696,11.844,30.68,0.0,1.5,0.0,0.0,0.0,5.25,147.68,610.0,-89.0,99.0,150.0,150.01,0.0,0.0,0.0,291.86,-300.0,5.0,70.0,35.0,53.0,0.0,447.0,109.0,-9.7,0.0,-9.7,0.0,-9.7,,-9.7,,-9.7,,-9.7,,-1.0,-1.0,1.0,40.07
2025-01-16 06:30:00,,,,,0.0,7.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.696,6.492,24.61,0.0,4.75,0.0,0.0,0.0,19.5,147.75,610.0,-89.0,14.22,150.0,150.01,0.0,0.0,0.0,291.86,-300.0,5.0,70.0,35.0,53.0,0.0,447.0,110.0,-25.7,0.0,-25.7,0.0,-25.7,,-25.7,,-25.7,,-25.7,,-1.0,-1.0,1.0,40.07
2025-01-16 06:45:00,,,,,4.175,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.696,1.454,13.09,0.0,4.0,0.0,0.0,0.0,21.0,147.63,610.0,-89.0,14.22,150.0,150.01,0.0,0.0,0.0,291.86,-300.0,5.0,70.0,31.0,53.0,0.0,447.0,113.0,-25.7,0.0,-25.7,0.0,-25.7,,-25.7,,-25.7,,-25.7,,-1.0,-1.0,1.0,40.07
2025-01-16 07:00:00,,,,,0.325,10.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.942,16.432,32.15,0.0,14.5,0.0,0.0,0.0,11.5,150.0,610.0,-89.0,14.01,150.0,150.01,0.0,0.0,0.0,291.86,-300.0,5.0,40.0,87.0,53.0,0.0,620.0,340.0,-17.7,0.0,-17.7,0.0,-17.7,,-17.7,,-17.7,,-17.7,,-1.0,-1.0,1.0,118.05
2025-01-16 07:15:00,,,,,0.0,10.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.942,9.318,23.06,0.0,14.5,0.0,0.0,0.0,15.5,150.0,610.0,-89.0,14.01,150.0,150.01,0.0,0.0,0.0,291.86,-300.0,5.0,40.0,86.0,53.0,0.0,620.0,340.0,-17.7,0.0,-17.7,0.0,-17.7,,-17.7,,-17.7,,-17.7,,-1.0,-1.0,1.0,118.05
2025-01-16 07:30:00,,,,,1.0,1.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.942,2.847,20.28,0.0,17.75,0.0,0.0,0.0,25.5,150.0,610.0,-89.0,14.01,150.0,150.01,0.0,0.0,0.0,291.86,-300.0,5.0,40.0,86.0,53.0,0.0,620.0,341.0,-25.7,0.0,-25.7,0.0,-25.7,,-25.7,,-25.7,,-25.7,,-1.0,-1.0,1.0,118.05
2025-01-16 07:45:00,,,,,0.325,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.942,-1.767,12.093,0.0,14.5,0.0,0.0,0.0,6.25,150.0,610.0,-89.0,14.01,150.0,150.01,0.0,0.0,0.0,291.86,-300.0,5.0,40.0,86.0,53.0,0.0,620.0,342.0,-9.7,0.0,-9.7,0.0,-9.7,,-9.7,,-9.7,,-9.7,,-1.0,-1.0,1.0,118.05
2025-01-16 08:00:00,,,,,7.325,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.778,11.578,-2.258,0.0,15.25,0.0,0.0,0.0,14.25,150.0,610.0,-89.0,13.83,150.0,150.01,0.0,0.0,0.0,291.86,-300.0,5.0,8.0,88.0,104.0,0.0,620.0,124.0,-17.7,0.0,-17.7,0.0,-17.7,,-17.7,,-17.7,,-17.7,,-1.0,-1.0,-1.0,136.8
2025-01-16 08:15:00,,,,,0.325,10.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.778,5.813,32.06,0.0,15.25,0.0,0.0,0.0,1.75,150.0,610.0,-89.0,13.83,150.0,150.01,0.0,0.0,0.0,291.86,-300.0,5.0,8.0,89.0,104.0,0.0,620.0,122.0,-9.7,0.0,-9.7,0.0,-9.7,,-9.7,,-9.7,,-9.7,,-1.0,-1.0,1.0,136.8
2025-01-16 08:30:00,,,,,0.0,11.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.778,4.698,45.015,0.0,18.75,0.0,0.0,0.0,26.5,150.0,610.0,-89.0,13.83,150.0,150.01,0.0,0.0,0.0,291.86,-300.0,5.0,36.0,90.0,104.0,0.0,620.0,123.0,-25.7,0.0,-25.7,0.0,-25.7,,-25.7,,-25.7,,-25.7,,-1.0,-1.0,1.0,136.8
2025-01-16 08:45:00,,,,,0.0,11.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.778,-0.252,40.125,0.0,18.75,0.0,0.0,0.0,27.5,150.0,610.0,-89.0,13.83,150.0,150.01,0.0,0.0,0.0,291.86,-300.0,5.0,36.0,89.0,104.0,0.0,620.0,128.0,-25.7,0.0,-25.7,0.0,-25.7,,-25.7,,-25.7,,-25.7,,-1.0,-1.0,1.0,136.8
2025-01-16 09:00:00,,,,,0.0,10.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.61,2.949,15.06,0.0,15.5,0.0,0.0,0.0,6.5,150.0,610.0,-89.0,13.92,150.0,150.01,0.0,0.0,0.0,291.86,-300.0,0.0,8.0,86.0,121.0,0.0,661.0,313.0,-17.7,0.0,-17.7,0.0,-17.7,,-17.7,,-17.7,,-17.7,,1.0,-1.0,1.0,134.9
2025-01-16 09:15:00,,,,,0.0,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.61,4.758,14.62,0.0,9.75,0.0,0.0,0.0,1.0,150.0,610.0,-89.0,13.92,150.0,150.01,0.0,0.0,0.0,291.86,-300.0,0.0,8.0,94.0,121.0,0.0,661.0,311.0,-9.7,0.0,-9.7,0.0,-9.7,,-9.7,,-9.7,,-9.7,,1.0,-1.0,1.0,134.9
2025-01-16 09:30:00,,,,,0.0,8.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.61,3.999,18.692,0.0,14.75,0.0,0.0,0.0,3.75,150.0,610.0,-89.0,13.92,150.0,150.01,0.0,0.0,0.0,291.86,-300.0,0.0,36.0,95.0,121.0,0.0,661.0,310.0,-9.7,0.0,-9.7,0.0,-9.7,,-9.7,,-9.7,,-9.7,,1.0,-1.0,1.0,134.9
2025-01-16 09:45:00,,,,,0.0,11.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.61,3.923,34.05,0.0,15.0,0.0,0.0,0.0,4.25,150.0,610.0,-89.0,13.92,150.0,150.01,0.0,0.0,0.0,291.86,-300.0,0.0,36.0,95.0,121.0,0.0,661.0,309.0,-9.7,,-9.7,,-9.7,,-9.7,,-9.7,,-9.7,,1.0,-1.0,1.0,134.9
